2020-05-20 00:19:27,731 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2020-05-20 00:33:47,522 [Worker-12: Updating Maven Dependencies] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.pradipta:config-service:0.0.1-SNAPSHOT @ D:\Workspace\spring-sts-4-4.6.1-demo-2\config-service\pom.xml.
2020-05-20 00:33:48,669 [Worker-4: Building] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.pradipta:config-service:0.0.1-SNAPSHOT @ D:\Workspace\spring-sts-4-4.6.1-demo-2\config-service\pom.xml.
2020-05-20 00:33:55,779 [Worker-4: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2020-05-20 00:33:55,787 [Worker-4: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2020-05-20 00:33:55,792 [Worker-4: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 8 resources
2020-05-20 00:33:56,014 [Worker-4: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2020-05-20 00:33:56,014 [Worker-4: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Workspace\spring-sts-4-4.6.1-demo-2\config-service\src\test\resources
2020-05-20 00:34:01,172 [Worker-10: Updating Maven Dependencies] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.pradipta:config-service:0.0.1-SNAPSHOT @ D:\Workspace\spring-sts-4-4.6.1-demo-2\config-service\pom.xml.
2020-05-20 00:34:01,183 [Worker-14: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2020-05-20 00:34:01,208 [Worker-14: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
